match_id,patch,player,rank,champion,role,win,duration_min,first_tower,first_dragon,first_baron,first_riftherald,dragon_kills,baron_kills,tower_kills,inhibitor_kills,dragon_adv,baron_adv,tower_adv,kills,deaths,assists,kda,damage,gold,cs,vision_score
TR1_1696901236,16.05,İGOR4554,Bronze,Warwick,MIDDLE,0,36.18333333333333,0,0,0,0,1,0,3,0,-3,-1,-8,6,16,5,0.6875,14103,10504,105,24
TR1_1696898172,16.05,İGOR4554,Bronze,Malphite,UTILITY,1,47.85,1,1,0,1,4,1,15,6,2,-1,10,9,8,15,3.0,38232,16973,124,84
TR1_1696833216,16.05,İGOR4554,Bronze,Malphite,UTILITY,0,37.766666666666666,0,1,1,1,4,1,6,0,3,1,-4,4,8,16,2.5,27809,12429,61,73
TR1_1696820260,16.05,İGOR4554,Bronze,Mel,BOTTOM,0,32.733333333333334,0,0,0,0,1,0,4,0,-2,-1,-7,7,9,3,1.1111111111111112,19840,11550,153,13
TR1_1696509914,16.05,İGOR4554,Bronze,Mel,BOTTOM,1,2.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,420,962,15,1
TR1_1696491519,16.05,İGOR4554,Bronze,Warwick,MIDDLE,1,34.55,0,1,0,0,4,1,9,1,3,0,3,10,8,6,2.0,17446,14207,181,26
TR1_1696476986,16.05,İGOR4554,Bronze,Shaco,JUNGLE,0,17.466666666666665,0,0,0,0,0,0,0,0,-2,0,-5,0,6,1,0.16666666666666666,4350,4386,75,20
TR1_1696455702,16.05,İGOR4554,Bronze,Shaco,JUNGLE,1,24.266666666666666,1,1,0,1,2,0,11,3,2,0,10,3,3,7,3.3333333333333335,7807,9851,157,26
TR1_1696441635,16.05,İGOR4554,Bronze,Twitch,BOTTOM,1,32.78333333333333,1,1,0,0,4,0,10,1,4,-1,6,2,9,6,0.8888888888888888,7765,11488,176,26
TR1_1696432837,16.05,İGOR4554,Bronze,Warwick,JUNGLE,1,17.783333333333335,1,0,0,0,0,0,3,0,-2,0,2,2,3,1,1.0,6657,6140,105,14
TR1_1696377152,16.05,İGOR4554,Bronze,Warwick,JUNGLE,0,35.46666666666667,0,1,0,1,2,0,6,0,-1,-1,-3,12,10,9,2.1,32718,17262,205,30
TR1_1696368786,16.05,İGOR4554,Bronze,Malphite,TOP,0,33.1,0,0,0,0,2,0,9,1,-1,-1,2,4,6,6,1.6666666666666667,27357,10846,183,27
TR1_1696348891,16.05,İGOR4554,Bronze,Mel,BOTTOM,1,38.03333333333333,1,1,0,1,4,0,11,3,3,0,8,11,7,6,2.4285714285714284,27474,16469,248,34
TR1_1696347631,16.05,İGOR4554,Bronze,Mel,BOTTOM,1,8.65,0,1,0,0,1,0,0,0,1,0,0,1,2,2,1.5,3669,3026,53,2
TR1_1696341687,16.05,İGOR4554,Bronze,Mel,BOTTOM,0,49.266666666666666,1,1,1,1,3,2,8,2,-1,1,-1,16,12,18,2.8333333333333335,49074,22791,297,47
TR1_1696340293,16.05,İGOR4554,Bronze,Mel,BOTTOM,0,31.766666666666666,0,1,0,0,3,0,3,0,2,-1,-9,10,8,10,2.5,30481,14728,170,22
TR1_1696309709,16.05,İGOR4554,Bronze,Warwick,MIDDLE,0,15.45,0,0,0,0,0,0,0,0,-2,0,-4,0,6,0,0.0,4918,3860,71,2
TR1_1696307473,16.05,İGOR4554,Bronze,Malphite,UTILITY,1,17.783333333333335,1,1,0,0,2,0,3,0,2,0,3,4,3,6,3.3333333333333335,6703,6009,15,22
TR1_1696295411,16.05,İGOR4554,Bronze,Shaco,JUNGLE,1,51.583333333333336,1,1,1,0,4,1,11,3,1,1,0,9,15,6,1.0,28748,20358,317,48
TR1_1695543827,16.05,İGOR4554,Bronze,Shaco,JUNGLE,0,37.95,0,0,0,0,3,0,6,0,0,0,-5,14,13,15,2.230769230769231,41660,17241,223,20
TR1_1695542680,16.05,İGOR4554,Bronze,Shaco,JUNGLE,1,29.05,1,1,0,1,2,0,11,3,0,0,9,8,0,12,20.0,15981,12270,180,22
TR1_1694507710,16.05,İGOR4554,Bronze,Mel,UTILITY,0,43.88333333333333,0,1,0,0,2,0,6,1,-2,-1,-5,9,11,12,1.9090909090909092,36686,15161,83,101
TR1_1694498347,16.05,İGOR4554,Bronze,Malphite,UTILITY,0,22.016666666666666,0,1,0,0,1,0,0,0,-1,0,-9,3,8,6,1.125,12970,6710,36,24
TR1_1694478962,16.05,İGOR4554,Bronze,Mel,UTILITY,1,40.05,1,1,1,1,5,2,12,4,4,2,6,2,5,16,3.6,17631,13513,71,71
TR1_1694279304,16.05,İGOR4554,Bronze,Volibear,UTILITY,0,35.0,1,1,0,0,1,0,5,0,-2,-1,-1,3,7,14,2.4285714285714284,14520,12487,108,34
TR1_1694270743,16.05,İGOR4554,Bronze,Mel,UTILITY,1,36.55,1,1,0,0,2,0,11,3,0,0,8,8,8,11,2.375,20560,12587,61,59
TR1_1694108956,16.05,İGOR4554,Bronze,Warwick,JUNGLE,0,29.8,0,1,0,0,2,0,7,0,0,0,2,1,10,2,0.3,7531,9938,197,14
TR1_1694101759,16.05,İGOR4554,Bronze,Volibear,JUNGLE,0,28.616666666666667,0,1,0,0,2,0,4,0,0,0,-4,6,7,3,1.2857142857142858,17683,11690,158,24
TR1_1694092354,16.05,İGOR4554,Bronze,Mel,BOTTOM,1,35.083333333333336,0,0,0,0,2,0,4,0,0,0,-2,13,4,8,5.25,36052,16209,203,32
TR1_1694084321,16.05,İGOR4554,Bronze,Warwick,JUNGLE,1,34.86666666666667,0,1,1,0,5,1,10,2,5,1,5,11,3,12,7.666666666666667,31806,18152,265,45
TR1_1694074989,16.05,İGOR4554,Bronze,Warwick,JUNGLE,1,29.216666666666665,1,1,0,0,4,0,10,2,4,-1,7,12,5,11,4.6,32036,15311,225,35
TR1_1694066881,16.05,İGOR4554,Bronze,Warwick,JUNGLE,1,33.03333333333333,1,1,0,1,4,0,9,1,3,0,5,12,3,7,6.333333333333333,30738,16781,279,31
TR1_1694062149,16.05,İGOR4554,Bronze,Warwick,JUNGLE,1,41.15,0,0,1,1,3,1,10,1,0,0,3,19,11,22,3.727272727272727,55398,22877,281,37
TR1_1694059040,16.05,İGOR4554,Bronze,Mel,BOTTOM,0,26.85,0,0,0,0,0,0,1,0,-3,-1,-8,0,7,0,0.0,7115,8248,178,14
TR1_1694057112,16.05,İGOR4554,Bronze,Shaco,JUNGLE,0,27.416666666666668,1,0,1,0,1,1,4,0,-1,1,-3,5,6,7,2.0,10326,9931,142,19
TR1_1694051683,16.05,İGOR4554,Bronze,Shaco,JUNGLE,1,15.3,1,1,0,0,1,0,2,0,1,0,1,4,0,2,6.0,3725,5797,102,17
TR1_1692562847,16.04,İGOR4554,Bronze,Shaco,JUNGLE,1,32.766666666666666,1,1,0,0,4,0,11,4,4,0,8,11,6,11,3.6666666666666665,19359,14586,214,24
TR1_1692547983,16.04,İGOR4554,Bronze,Mel,TOP,0,42.06666666666667,0,0,0,0,3,0,5,0,0,-1,-8,15,10,11,2.6,48085,17214,207,26
TR1_1690682178,16.04,İGOR4554,Bronze,Mel,MIDDLE,0,15.766666666666667,0,0,0,0,0,0,0,0,-1,0,-4,1,3,0,0.3333333333333333,6403,5074,117,1
TR1_1690062767,16.04,İGOR4554,Bronze,Warwick,JUNGLE,1,30.5,0,1,1,0,4,1,10,2,4,1,7,10,3,10,6.666666666666667,24593,15574,242,33
TR1_1690015457,16.04,İGOR4554,Bronze,Twitch,BOTTOM,1,26.6,1,1,0,0,3,0,9,1,3,0,5,12,6,9,3.5,24946,15111,161,14
TR1_1690009716,16.04,İGOR4554,Bronze,Mel,MIDDLE,0,40.63333333333333,0,0,0,0,3,0,6,0,0,-1,-2,7,8,10,2.125,30368,14072,214,26
TR1_1689460975,16.03,İGOR4554,Bronze,Lux,UTILITY,0,38.2,0,0,0,0,1,0,3,0,-3,0,-8,6,10,15,2.1,26554,13706,99,43
TR1_1689211998,16.03,İGOR4554,Bronze,Mel,UTILITY,0,35.983333333333334,1,1,1,0,2,1,3,0,-2,0,-7,3,15,4,0.4666666666666667,16992,11438,93,50
TR1_1689207418,16.03,İGOR4554,Bronze,Mel,UTILITY,1,41.43333333333333,1,1,1,1,6,2,13,5,6,2,10,9,8,13,2.75,26563,16202,113,62
TR1_1689203444,16.03,İGOR4554,Bronze,Mel,UTILITY,1,25.233333333333334,1,1,0,1,4,0,11,3,4,0,11,11,6,13,4.0,28103,11838,100,27
TR1_1689197856,16.03,İGOR4554,Bronze,Warwick,JUNGLE,0,28.6,1,1,0,0,3,0,3,0,2,0,-4,5,7,6,1.5714285714285714,24978,11622,178,28
TR1_1689196004,16.03,İGOR4554,Bronze,Warwick,JUNGLE,0,42.016666666666666,0,1,0,0,3,1,8,1,0,0,1,15,10,15,3.0,63575,20207,238,35
TR1_1688989603,16.03,İGOR4554,Bronze,Warwick,JUNGLE,0,1.4166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,630,4,0
TR1_1688975382,16.03,İGOR4554,Bronze,Warwick,JUNGLE,1,37.55,0,1,1,1,4,1,11,3,3,1,6,24,5,17,8.2,49566,22571,278,37
TR1_1688968037,16.03,İGOR4554,Bronze,Volibear,JUNGLE,0,15.7,0,0,0,0,0,0,0,0,-2,0,-3,3,3,0,1.0,5364,5590,99,16
TR1_1688947872,16.03,İGOR4554,Bronze,Volibear,JUNGLE,1,42.833333333333336,0,1,1,0,3,1,9,1,0,0,2,10,8,25,4.375,45079,18615,289,30
TR1_1688665015,16.03,İGOR4554,Bronze,Warwick,JUNGLE,0,32.1,0,1,0,0,3,0,1,0,1,-1,-11,12,10,7,1.9,37794,15695,182,31
TR1_1688653302,16.03,İGOR4554,Bronze,Warwick,JUNGLE,0,31.166666666666668,0,0,0,0,0,0,4,0,-4,-1,-5,8,9,7,1.6666666666666667,26500,14333,221,27
TR1_1688645344,16.03,İGOR4554,Bronze,Warwick,JUNGLE,1,21.816666666666666,0,1,0,1,3,0,3,0,3,0,0,6,1,9,15.0,14314,9797,157,22
TR1_1688376834,16.03,İGOR4554,Bronze,Mel,UTILITY,1,26.783333333333335,1,1,1,1,2,1,9,2,1,1,8,9,4,11,5.0,17175,11412,65,35
TR1_1688364026,16.03,İGOR4554,Bronze,Mel,UTILITY,0,31.65,0,0,0,0,0,0,4,0,-4,0,-5,8,8,3,1.375,17699,12116,72,50
TR1_1688346563,16.03,İGOR4554,Bronze,Mel,UTILITY,1,40.3,0,1,0,0,3,1,8,2,0,0,0,20,7,15,5.0,44381,18910,129,51
TR1_1688336030,16.03,İGOR4554,Bronze,Malphite,UTILITY,1,27.05,1,1,1,1,4,1,8,2,4,1,4,3,7,14,2.4285714285714284,17764,9967,66,36
TR1_1688323153,16.03,İGOR4554,Bronze,Warwick,JUNGLE,1,27.25,1,1,0,0,3,0,10,3,2,0,10,13,3,10,7.666666666666667,26606,14684,198,24
TR1_1687774943,16.03,İGOR4554,Bronze,Warwick,JUNGLE,1,25.6,1,1,1,1,2,1,7,1,0,1,6,9,5,9,3.6,15699,11765,155,23
TR1_1687763422,16.03,İGOR4554,Bronze,Warwick,JUNGLE,1,28.616666666666667,0,1,1,0,3,1,11,2,3,1,7,14,1,9,23.0,27257,16185,213,27
TR1_1687747412,16.03,İGOR4554,Bronze,Mel,BOTTOM,0,36.18333333333333,1,1,0,1,1,0,7,0,-2,-1,-5,10,11,0,0.9090909090909091,33901,15336,211,32
TR1_1687708730,16.03,İGOR4554,Bronze,Warwick,JUNGLE,1,22.183333333333334,1,1,0,1,3,0,10,2,3,0,10,12,1,10,22.0,18141,13352,169,19
TR1_1686945007,16.03,İGOR4554,Bronze,Malphite,UTILITY,0,40.06666666666667,0,1,1,0,5,1,8,3,4,1,1,7,9,24,3.4444444444444446,33128,14765,71,78
TR1_1686940819,16.03,İGOR4554,Bronze,Malphite,UTILITY,1,1.3166666666666667,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2.0,846,1235,0,0
TR1_1686927207,16.03,İGOR4554,Bronze,Mel,UTILITY,1,26.816666666666666,1,1,0,1,3,0,9,1,3,0,9,10,3,11,7.0,27956,12097,98,29
TR1_1686911466,16.03,İGOR4554,Bronze,Mel,UTILITY,1,27.316666666666666,1,1,0,1,2,0,10,1,1,0,10,6,7,12,2.5714285714285716,13842,9559,31,45
TR1_1686893088,16.03,İGOR4554,Bronze,Mel,UTILITY,0,35.15,1,0,1,0,4,2,5,0,3,2,-2,6,13,9,1.1538461538461537,20084,11950,63,71
TR1_1686876826,16.03,İGOR4554,Bronze,Mel,UTILITY,1,34.11666666666667,1,1,1,0,5,1,7,1,5,1,3,9,9,15,2.6666666666666665,26900,12215,62,65
TR1_1686864468,16.03,İGOR4554,Bronze,Malphite,UTILITY,0,32.13333333333333,0,0,0,0,3,0,5,0,1,-1,-3,3,9,23,2.888888888888889,17455,9600,33,49
TR1_1685634606,16.03,İGOR4554,Bronze,Mel,UTILITY,0,34.71666666666667,0,0,0,0,2,0,3,0,-1,0,-9,7,8,15,2.75,29284,12545,101,67
TR1_1685498522,16.03,İGOR4554,Bronze,Mel,MIDDLE,0,1.4166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,217,615,4,0
TR1_1685493441,16.03,İGOR4554,Bronze,Malphite,UTILITY,0,15.316666666666666,0,0,0,0,0,0,0,0,-2,0,0,1,3,2,1.0,3782,4215,26,13
TR1_1685428351,16.02,İGOR4554,Bronze,Mel,UTILITY,0,23.2,1,1,0,0,1,0,5,0,-1,0,0,6,3,7,4.333333333333333,14747,8455,63,31
TR1_1685422689,16.02,İGOR4554,Bronze,Warwick,JUNGLE,0,22.016666666666666,0,1,0,0,1,0,1,0,0,0,-5,2,7,5,1.0,6925,7009,106,24
TR1_1685414877,16.02,İGOR4554,Bronze,Mel,UTILITY,0,32.53333333333333,1,1,1,1,2,1,5,0,0,1,-4,6,11,7,1.1818181818181819,19118,10829,66,66
TR1_1685407348,16.02,İGOR4554,Bronze,Mel,UTILITY,1,34.68333333333333,0,1,1,1,4,1,10,1,3,1,8,5,3,12,5.666666666666667,24259,11049,55,79
TR1_1685391007,16.02,İGOR4554,Bronze,Mel,UTILITY,1,45.7,1,0,1,0,5,2,10,2,4,2,3,9,13,16,1.9230769230769231,50738,17587,123,69
TR1_1685308342,16.02,İGOR4554,Bronze,Mel,UTILITY,1,27.533333333333335,1,1,1,1,3,1,7,1,3,1,2,5,9,6,1.2222222222222223,20802,9355,51,31
TR1_1685286658,16.02,İGOR4554,Bronze,Mel,UTILITY,1,36.4,0,0,0,1,3,0,10,2,2,0,7,10,11,15,2.272727272727273,28874,13247,68,65
TR1_1685273921,16.02,İGOR4554,Bronze,Mel,UTILITY,1,22.65,1,1,0,0,3,0,11,3,3,0,11,2,2,4,3.0,11218,7533,48,25
TR1_1685256858,16.02,İGOR4554,Bronze,Mel,UTILITY,1,35.233333333333334,0,1,0,1,4,0,11,3,4,0,6,7,11,13,1.8181818181818181,31530,12550,84,57
TR1_1685176691,16.02,İGOR4554,Bronze,Mel,UTILITY,0,45.583333333333336,0,1,0,0,4,1,5,0,2,0,-9,10,11,8,1.6363636363636365,30679,18140,155,83
TR1_1685165784,16.02,İGOR4554,Bronze,Mel,UTILITY,0,29.183333333333334,0,0,1,0,1,1,1,0,-2,1,-8,9,11,9,1.6363636363636365,23831,12410,48,36
TR1_1685155589,16.02,İGOR4554,Bronze,Malphite,UTILITY,0,31.083333333333332,0,0,0,0,1,0,1,0,-1,-1,-9,2,10,8,1.0,13924,7835,36,43
TR1_1685152086,16.02,İGOR4554,Bronze,Mel,UTILITY,1,24.216666666666665,1,1,1,1,2,1,9,2,1,1,8,10,5,10,4.0,20765,10856,65,36
TR1_1685077838,16.02,İGOR4554,Bronze,Warwick,JUNGLE,1,15.666666666666666,1,1,0,0,1,0,1,0,1,0,1,7,1,6,13.0,10115,6657,82,16
TR1_1685063241,16.02,İGOR4554,Bronze,Warwick,JUNGLE,0,33.983333333333334,1,1,0,1,1,0,4,0,-3,-1,-4,6,9,15,2.3333333333333335,25857,15483,227,34
TR1_1685047217,16.02,İGOR4554,Bronze,Mel,UTILITY,1,30.1,1,0,0,0,3,0,11,3,2,0,10,12,5,11,4.6,30490,13157,73,54
TR1_1684998026,16.02,İGOR4554,Bronze,Mel,UTILITY,0,29.766666666666666,1,1,0,0,3,0,3,0,1,0,-7,10,5,4,2.8,32924,13202,109,36
TR1_1684980973,16.02,İGOR4554,Bronze,Mel,TOP,0,29.616666666666667,1,0,0,0,0,0,3,0,-4,0,-8,4,9,7,1.2222222222222223,17727,10231,150,15
TR1_1684963618,16.02,İGOR4554,Bronze,Mel,MIDDLE,0,36.333333333333336,0,1,1,0,2,1,5,0,-1,0,-5,8,8,9,2.125,37867,14596,226,12
TR1_1684764254,16.02,İGOR4554,Bronze,Mel,UTILITY,0,52.583333333333336,0,1,1,0,5,2,9,2,3,0,-1,15,12,25,3.3333333333333335,49430,20091,123,46
TR1_1684748713,16.02,İGOR4554,Bronze,Malphite,UTILITY,0,35.45,1,0,0,0,0,0,3,0,-5,-1,-3,0,10,10,1.0,20096,9111,63,66
TR1_1684678859,16.02,İGOR4554,Bronze,Warwick,MIDDLE,1,32.35,0,0,0,0,4,0,10,2,3,0,7,3,5,12,3.0,13186,10955,147,17
TR1_1683424717,16.02,İGOR4554,Bronze,Mel,UTILITY,1,35.233333333333334,1,1,1,1,5,2,14,5,5,2,14,12,7,16,4.0,26554,14407,98,37
TR1_1683417389,16.02,İGOR4554,Bronze,Volibear,UTILITY,0,24.983333333333334,0,1,0,0,2,0,1,0,0,-1,-7,0,8,6,0.75,7799,6675,50,33
TR1_1683409291,16.02,İGOR4554,Bronze,Mel,UTILITY,1,26.616666666666667,0,0,0,1,3,0,5,0,2,0,0,9,3,8,5.666666666666667,19437,9932,41,45
TR1_1683398715,16.02,İGOR4554,Bronze,Mel,UTILITY,0,37.43333333333333,0,1,0,0,1,0,4,0,-3,-1,-9,13,9,14,3.0,40896,14116,61,58
TR1_1683082828,16.02,İGOR4554,Bronze,Mel,UTILITY,1,30.4,1,1,0,1,3,0,11,3,3,0,9,14,4,15,7.25,32222,13005,66,49
TR1_1683066739,16.02,İGOR4554,Bronze,Mel,UTILITY,1,33.05,1,1,1,1,4,1,6,1,3,1,2,17,6,12,4.833333333333333,34610,14770,60,49
TR1_1683060056,16.02,İGOR4554,Bronze,Mel,UTILITY,1,36.5,1,1,1,0,5,1,5,1,5,1,-1,4,6,5,1.5,15604,11219,106,41
TR1_1683053516,16.02,İGOR4554,Bronze,Mel,UTILITY,1,27.95,1,1,1,1,3,1,11,3,3,1,8,12,5,13,5.0,19868,11989,74,30
TR1_1682853961,16.02,İGOR4554,Bronze,Volibear,UTILITY,0,42.4,1,1,0,1,4,0,4,0,1,-2,-7,7,8,22,3.625,30596,13735,59,40
TR1_1682807030,16.02,İGOR4554,Bronze,Malphite,TOP,1,32.766666666666666,1,0,1,0,2,1,10,1,-1,1,6,4,8,15,2.375,26686,12243,169,25
TR1_1682794496,16.02,İGOR4554,Bronze,Warwick,JUNGLE,1,26.816666666666666,1,1,0,0,3,0,11,3,3,0,11,8,3,7,5.0,14600,13686,226,34
TR1_1682782147,16.02,İGOR4554,Bronze,Warwick,JUNGLE,1,38.1,0,0,1,0,3,2,11,3,1,2,4,5,6,10,2.5,18163,16849,278,39
TR1_1682773306,16.02,İGOR4554,Bronze,Mel,BOTTOM,0,20.65,0,0,0,0,0,0,0,0,-2,0,-8,2,6,3,0.8333333333333334,9398,7123,120,11
TR1_1682726698,16.02,İGOR4554,Bronze,Mel,TOP,0,27.566666666666666,1,0,0,0,1,0,3,0,-2,0,-2,8,8,2,1.25,21755,11604,215,26
TR1_1682229136,16.02,İGOR4554,Bronze,Mel,UTILITY,0,39.11666666666667,1,0,1,0,4,1,8,1,2,0,-1,10,10,11,2.1,36594,14663,86,57
TR1_1682212352,16.02,İGOR4554,Bronze,Malphite,UTILITY,0,26.7,0,0,0,0,2,0,1,0,0,-1,-8,1,9,1,0.2222222222222222,7825,6852,66,32
TR1_1682182875,16.02,İGOR4554,Bronze,Warwick,JUNGLE,1,46.9,1,0,0,0,2,1,10,1,-3,0,-3,7,11,26,3.0,40231,19395,263,37
TR1_1682104787,16.02,İGOR4554,Bronze,Malphite,UTILITY,0,32.93333333333333,0,1,0,0,3,0,4,0,2,-1,-5,3,8,13,2.0,24759,9987,47,53
TR1_1681898420,16.02,İGOR4554,Bronze,Volibear,JUNGLE,0,4.683333333333334,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,300,1822,25,1
TR1_1681658487,16.02,İGOR4554,Bronze,Warwick,JUNGLE,0,40.21666666666667,1,0,1,0,3,2,7,2,0,2,-3,12,13,14,2.0,37173,17361,186,42
TR1_1681646374,16.02,İGOR4554,Bronze,Warwick,JUNGLE,1,31.916666666666668,1,0,1,1,2,1,10,2,0,1,7,15,9,11,2.888888888888889,34923,17950,235,37
TR1_1681105472,16.02,İGOR4554,Bronze,Mel,TOP,0,29.966666666666665,0,0,0,0,1,0,2,0,-2,0,-8,2,6,2,0.6666666666666666,16391,9846,200,33
TR1_1681095840,16.02,İGOR4554,Bronze,Volibear,JUNGLE,0,1.2333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,520,0,0
TR1_1680800301,16.01,İGOR4554,Bronze,MasterYi,JUNGLE,0,20.466666666666665,0,0,0,0,0,0,0,0,-2,0,-6,2,11,1,0.2727272727272727,5293,5167,81,15
TR1_1680780872,16.01,İGOR4554,Bronze,MasterYi,JUNGLE,1,35.46666666666667,0,0,1,0,3,2,11,4,0,2,5,11,6,15,4.333333333333333,31562,18283,279,54
TR1_1680768299,16.01,İGOR4554,Bronze,Volibear,JUNGLE,0,23.816666666666666,0,0,0,0,0,0,1,0,-3,0,-4,3,8,3,0.75,11449,8197,127,27
TR1_1680762349,16.01,İGOR4554,Bronze,Malphite,UTILITY,1,1.8333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,418,650,0,0
TR1_1680734794,16.01,İGOR4554,Bronze,Warwick,JUNGLE,1,48.05,1,1,1,0,7,2,13,6,7,1,3,15,10,19,3.4,40485,24262,293,55
TR1_1680726635,16.01,İGOR4554,Bronze,Mel,TOP,1,16.816666666666666,1,1,0,0,1,0,2,0,1,0,2,0,2,0,0.0,7407,5015,113,22
TR1_1679320656,16.01,İGOR4554,Bronze,Mel,TOP,0,29.65,0,0,0,0,1,0,3,0,-2,0,-8,2,6,3,0.8333333333333334,20184,10216,210,19
TR1_1679307598,16.01,İGOR4554,Bronze,Warwick,TOP,0,26.4,0,0,0,0,0,0,1,0,-4,0,-8,2,6,2,0.6666666666666666,11978,8982,162,28
TR1_1679153870,16.01,İGOR4554,Bronze,Warwick,TOP,0,41.4,1,1,1,1,4,1,7,0,2,0,-1,11,7,17,4.0,57550,18786,257,50
TR1_1679136630,16.01,İGOR4554,Bronze,Warwick,JUNGLE,1,28.166666666666668,1,1,1,0,4,2,11,3,4,2,9,7,2,9,8.0,11068,13275,189,30
TR1_1679134174,16.01,İGOR4554,Bronze,Mel,BOTTOM,0,27.85,0,0,0,0,1,0,3,0,-2,-1,-6,3,8,6,1.125,14573,11509,171,16
TR1_1679071854,16.01,İGOR4554,Bronze,Volibear,JUNGLE,0,39.36666666666667,1,1,1,0,4,1,11,2,2,0,2,9,10,13,2.2,27497,16025,214,41
TR1_1679062408,16.01,İGOR4554,Bronze,Malphite,JUNGLE,0,22.9,0,1,0,0,1,0,0,0,-1,0,-10,1,8,4,0.625,12602,8098,151,16
TR1_1679052327,16.01,İGOR4554,Bronze,Warwick,JUNGLE,1,18.25,1,1,0,1,3,0,2,0,3,0,2,5,1,6,11.0,8459,7675,129,20
TR1_1679032970,16.01,İGOR4554,Bronze,Warwick,JUNGLE,1,34.95,1,1,1,0,5,2,10,2,5,2,6,18,7,13,4.428571428571429,35388,17709,195,31
TR1_1678930572,16.01,İGOR4554,Bronze,Warwick,JUNGLE,0,19.1,0,1,0,0,1,0,0,0,0,0,-5,2,7,1,0.42857142857142855,8147,6155,114,16
TR1_1678916978,16.01,İGOR4554,Bronze,Warwick,JUNGLE,1,21.983333333333334,1,1,0,0,3,0,9,2,3,0,9,9,3,10,6.333333333333333,18097,10938,150,21
TR1_1678907611,16.01,İGOR4554,Bronze,Warwick,JUNGLE,1,30.25,0,0,1,0,4,1,9,2,3,1,4,13,1,13,26.0,25380,14615,202,39
TR1_1678897506,16.01,İGOR4554,Bronze,Warwick,JUNGLE,0,19.55,0,0,0,0,0,0,0,0,-2,0,-6,3,6,3,1.0,8720,7364,102,13
TR1_1678885834,16.01,İGOR4554,Bronze,Mel,BOTTOM,0,29.416666666666668,0,0,0,0,0,0,2,0,-3,0,-10,9,10,6,1.5,28105,13066,148,17
TR1_1678874659,16.01,İGOR4554,Bronze,Warwick,JUNGLE,0,32.25,1,1,0,0,3,0,7,0,2,-1,-2,7,10,13,2.0,17529,12539,164,40
TR1_1678796565,16.01,İGOR4554,Bronze,Mel,TOP,0,35.13333333333333,0,0,1,0,2,2,12,3,-2,2,2,12,6,9,3.5,30918,16399,250,27
TR1_1678688447,16.01,İGOR4554,Bronze,Warwick,JUNGLE,0,23.516666666666666,0,0,0,0,0,0,0,0,-3,0,-10,5,7,2,1.0,13194,9089,147,20
TR1_1678665968,16.01,İGOR4554,Bronze,Warwick,JUNGLE,0,36.833333333333336,0,1,0,0,3,0,5,0,0,-1,-4,11,9,12,2.5555555555555554,29302,16120,217,36
TR1_1678565141,16.01,İGOR4554,Bronze,Warwick,JUNGLE,1,16.633333333333333,1,0,0,1,0,0,5,0,-2,0,5,2,3,2,1.3333333333333333,2540,7032,114,13
TR1_1678530708,16.01,İGOR4554,Bronze,Warwick,JUNGLE,1,18.766666666666666,1,1,0,0,2,0,6,0,2,0,6,3,1,4,7.0,6159,8102,150,18
TR1_1678517370,16.01,İGOR4554,Bronze,Warwick,JUNGLE,1,36.65,1,1,1,0,4,1,11,2,2,1,8,17,12,10,2.25,33781,19789,220,35
TR1_1678505735,16.01,İGOR4554,Bronze,Warwick,JUNGLE,1,37.15,0,1,1,1,5,1,10,2,5,1,6,19,5,12,6.2,37400,19353,216,40
TR1_1678383730,16.01,İGOR4554,Bronze,Warwick,TOP,1,44.4,0,1,1,0,5,1,10,1,3,1,2,9,11,16,2.272727272727273,27936,18588,210,45
TR1_1678367378,16.01,İGOR4554,Bronze,Volibear,TOP,0,32.78333333333333,1,1,0,1,1,0,5,0,-2,-1,-2,3,6,13,2.6666666666666665,18779,10913,174,32
TR1_1678354104,16.01,İGOR4554,Bronze,Warwick,TOP,0,24.75,0,0,0,0,0,0,4,0,-3,0,-5,6,12,5,0.9166666666666666,18840,8863,114,24
TR1_1678222932,16.01,İGOR4554,Bronze,Malphite,TOP,0,29.35,1,1,0,0,3,0,3,0,2,-1,-7,3,4,1,1.0,19214,8496,135,24
TR1_1678213043,16.01,İGOR4554,Bronze,Malphite,TOP,1,39.95,0,0,1,0,4,2,12,5,3,2,9,6,3,9,5.0,31512,16353,278,49
TR1_1678018271,16.01,İGOR4554,Bronze,Malphite,UTILITY,0,35.15,0,0,0,0,1,0,3,0,-1,0,-8,12,11,9,1.9090909090909092,27360,13880,94,53
TR1_1678009132,16.01,İGOR4554,Bronze,Mel,BOTTOM,0,15.5,0,1,0,0,1,0,0,0,1,0,-1,1,4,0,0.25,6422,5366,105,9
TR1_1677990112,16.01,İGOR4554,Bronze,Mel,BOTTOM,1,28.516666666666666,1,1,0,0,3,0,12,2,3,0,9,12,8,10,2.75,24262,13417,161,17
